MYEAR	SDATE	STIME	SHIPC	SHARKID_MD5	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	MNDEP	MXDEP	BQIm	Q_BQIm
2016	2016-05-25			a401d107829d482d6f0d48079952e36b	VE3	57.29917	12.13633	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.8	7.8	7.81133	
2016	2016-05-25			38dc69fec69e97bb278e1539b1af8a1b	VE7	57.31633	12.11833	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.2	7.2	4.23394	
2016	2016-05-25			256913ca6e8a792eb37c462eb85aee51	VE8	57.28867	12.12517	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11.1	11.1	7.37942	
2016	2016-05-24		77UR	c0e111f1dbeff743fb70787db41c4dc8	6001	58.82603	17.57603	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	39.5	39.5	3.54137	
2016	2016-05-24		77UR	dedc204de6069962ccab6f3c46bb3ddb	6001	58.82603	17.57603	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	39.5	39.5	2.93221	
2016	2016-05-24		77UR	1782c788d4c3e944a7678feeec0847fa	6001	58.82603	17.57603	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	39.5	39.5	2.80028	
2016	2016-05-24		77UR	33bc10faade67dfcaa9cc162f35047a0	6009 ÖSTERBÅDARNA	58.75113	17.60063	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	19	19	5.25985	
2016	2016-05-24		77UR	efe878691e2d4ca8bcb6c89cd3d8afcd	6014 OXELTANDEN	58.80277	17.57842	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	12	12	4.37163	
2016	2016-05-24		77UR	5c57d7b95ac968d85c5053df113c6a34	B1	58.80323	17.62225	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	40	40	3.43029	
2016	2016-05-24			8115fa3c5ad13abc75af325f6c058654	JS 4-6	62.79963	18.31852	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	74	74	8.0296	
2016	2016-05-24			57b348c045089e8ed419d1ac681fa1e3	K1	57.55125	11.90555	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	6.56073	
2016	2016-05-24			637c5d381768966974f4cd145ae8feaa	K10	57.54912	11.91085	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	7.24362	
2016	2016-05-24			78d9612b1997556c01c1c6550ed89471	K2	57.55288	11.90333	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	6.13599	
2016	2016-05-24			1b65e2a47a51deed6ef82a718d420d2e	K3	57.55442	11.90540	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	13	13	4.42769	
2016	2016-05-24			9166c9ac0b885a2250d5091aa4b06bf9	K4	57.55592	11.90937	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	4.92344	
2016	2016-05-24			83cf27fc64177d5e4238ba5a662bc34e	K5	57.55310	11.90932	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	6.63758	
2016	2016-05-24			10985a546d20e200491121665b51c9c3	K6	57.55138	11.91338	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	7.13607	
2016	2016-05-24			a5f7f7b163d43bc5fb642fcc6da1be8d	K7	57.55077	11.91453	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	6.96312	
2016	2016-05-24			5125ebb09899f162fe90ed56cecf7cc5	K8	57.55103	11.91770	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	4.39906	
2016	2016-05-24			d13c775bab6ca9f6e68de9eeedf48a1c	K9	57.55098	11.91958	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	6.36027	
2016	2016-05-24			a63cbabf5416c5382c670e2ad763c137	KN	57.54935	11.90508	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	6.03731	
2016	2016-05-24			e025023aca7b4c9f4137e7242df453d0	KN	57.54935	11.90508	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	7.86755	
2016	2016-05-24			4f92fb4cecd4a9a62ae85131bedaa887	KN	57.54935	11.90508	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	7.00024	
2016	2016-05-24			914e0eb075d3df995da48d2fbbb3305c	KN	57.54935	11.90508	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	4.56599	
2016	2016-05-24			14ed88d50e35da20a50ae491731d6c05	KN	57.54935	11.90508	573322-115478	Kräklingeområdet	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	6.63607	
2016	2016-05-24			de5b21b94562b05bcd05ba05f22ec69e	KS	57.54700	11.90270	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	5.17486	
2016	2016-05-24			8c9fbe04edfaddf9cae188ec4bac4fb8	KS	57.54700	11.90270	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	6.51541	
2016	2016-05-24			3bc648b8a0a4569d919694d0a700cd9a	KS	57.54700	11.90270	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	4.34407	
2016	2016-05-24			aee5376e72b7f813f0c866069cf447d8	KS	57.54700	11.90270	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	6.12113	
2016	2016-05-24			77d6b97d0299b544cd90be3864a7348a	KS	57.54700	11.90270	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	5.374	
2016	2016-05-24			729d2137805f34d1a1590572e11c9680	KY10	57.37183	11.94183	572227-115662	Kyrkefjälls sund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	2.60403	
2016	2016-05-24			fd64cc06caa573f5956455f7e6d989e4	KY3	57.37050	11.94400	572227-115662	Kyrkefjälls sund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11.2	11.2	2.71559	
2016	2016-05-24			29c584d455ed21ea1391cf1bb26d0775	KY6	57.37667	11.95183	572227-115662	Kyrkefjälls sund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	3.22044	
2016	2016-05-24			0cdb11b958a02014da2dbc3b2e29d4a3	KY7	57.37433	11.95233	572227-115662	Kyrkefjälls sund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	2.92212	
2016	2016-05-24			62c2234247c3a06e9fba9bfdbf15fdf7	KY9	57.37133	11.94667	572227-115662	Kyrkefjälls sund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	2.41085	
2016	2016-05-24			5e419669b4234453a9267f54eec4da0a	N 4-1	62.79955	18.28810	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	71	71	7.64714	
2016	2016-05-24			5c6bfff7334848bccb69c5a2477fdf5e	N 4-2	62.76610	18.29900	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	80.4	80.4	8.91291	
2016	2016-05-24			2ca3b3ba50d839a86c733581fd55fe91	N 4-3	62.78298	18.39220	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	87	87	8.50429	
2016	2016-05-24			c45904ecac747e19babd4a63c08c33ba	N 4-4	62.81823	18.39578	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	85	85	7.28553	
2016	2016-05-24			8797594b829afe65a2ceeefa2611f288	N 4-5	62.82722	18.45690	630210-187470	N Höga kustens kustvatten	Bottenhavet	Bottenhavets vattendistrikt	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	2 - Havsområde innanför 1 NM	109	109	6.36665	
2016	2016-05-24			244546ae7348d8a06dc38fe8aad34ea7	N7 OST NIDINGEN	57.30333	11.98833	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	26	26	10.9905	
2016	2016-05-24			622c702679d0f6ede5d8c4ebfaa5eb2f	N7 OST NIDINGEN	57.30333	11.98833	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	26	26	11.4514	
2016	2016-05-24			c15e2dce200c3be5dfbe66420b86c15d	N7 OST NIDINGEN	57.30333	11.98833	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	26	26	11.4039	
2016	2016-05-24			32420a0827a34fb925e88a382b7cf3fe	N7 OST NIDINGEN	57.30333	11.98833	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	26	26	11.7972	
2016	2016-05-24			77bbc2a9c39a40e24a4d3b1895c28111	N7 OST NIDINGEN	57.30333	11.98833	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	26	26	11.896	
2016	2016-05-24			4c04c604e11f59750cfae542e5e45b13	RISÖ-SÄRÖ 1	57.52000	11.90867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	5.43299	
2016	2016-05-24			be3ba6d52dd23083db87c984f79a7910	RISÖ-SÄRÖ 1	57.52000	11.90867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	7.22806	
2016	2016-05-24			3b20ab67247d628ad1019db16404dcf3	RISÖ-SÄRÖ 1	57.52000	11.90867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	5.03873	
2016	2016-05-24			cd7ed86b8c85ff7b61c6832068e1fd5b	RISÖ-SÄRÖ 1	57.52000	11.90867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	5.56323	
2016	2016-05-24			01d9bf881d4f3f76ac26adca2f71048b	RISÖ-SÄRÖ 1	57.52000	11.90867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	8.23663	
2016	2016-05-24			0d1c3ef9f120bf7247baaee287dd9bab	RISÖ-SÄRÖ 2	57.48167	11.90333	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	3.69381	
2016	2016-05-24			cea5ab58c806fd0f895b0124121e123a	RISÖ-SÄRÖ 2	57.48167	11.90333	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	2.64198	
2016	2016-05-24			acb3979c14ac7347b1b365af4794b657	RISÖ-SÄRÖ 2	57.48167	11.90333	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	2.31938	
2016	2016-05-24			7f0420fb5a8dba351ec2593ab7e7247e	RISÖ-SÄRÖ 2	57.48167	11.90333	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	1.97867	
2016	2016-05-24			0d2bb56e47e97639c3c9df9f9d14891b	RISÖ-SÄRÖ 2	57.48167	11.90333	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	12	12	1.40882	
2016	2016-05-24			206a0881ac9afd3ee4e7ee019ba99b7e	RISÖ-SÄRÖ 3	57.52750	11.90667	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	4.80902	
2016	2016-05-24			8de623868b05d851b3e7e06fa8dff55b	RISÖ-SÄRÖ 4	57.52333	11.90333	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	5.0682	
2016	2016-05-24			f50d893c880f8524bfe1385d80f8f148	RISÖ-SÄRÖ 5	57.51083	11.88867	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	4.65373	
2016	2016-05-24			624d07712882d90e0dfd4655fd9aa3a0	RISÖ-SÄRÖ 6	57.51167	11.90000	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	5.04056	
2016	2016-05-24			6e4c05a5ef2a58743558fa2728a156a9	RISÖ-SÄRÖ 7	57.51000	11.91083	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	10	5.45337	
2016	2016-05-24			1bc22362d0461306db710156bab37918	RISÖ-SÄRÖ 8	57.50333	11.88017	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	12	4.70407	
2016	2016-05-24			ab7fa0a1fce0df632c1fa438ed96e887	RISÖ-SÄRÖ 9	57.50467	11.90167	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	5.41144	
2016	2016-05-24			d17e8eacfaf41642cf647f7e545423c5	RS10	57.48833	11.89750	573044-115355	Risö-Säröarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	13	13	5.06165	
2016	2016-05-24			75598d0d9b58261c65d8654bd0d9417e	Ö10	57.38150	11.93683	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	5.8195	
2016	2016-05-24			238c469995d92c1fe72eba4dc8a15ca2	Ö 6	57.37867	11.92218	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	6.3244	
2016	2016-05-24			025c7d70a5f074b4871131ef00f4b8c5	ÖCKERÖ2	57.38068	11.92368	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	6.99998	
2016	2016-05-24			6d0f73f856866076da65ac9717dff354	ÖCKERÖ3	57.38313	11.93848	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	6.3	6.3	4.09088	
2016	2016-05-24			485e0903910a91e59e622693b04dd434	Öckerösund 1	57.38317	11.93100	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	5.59114	
2016	2016-05-24			944aa1a1e573dfcb89129b98540e2e55	Öckerösund 1	57.38317	11.93100	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	5.40568	
2016	2016-05-24			ec922dda2d9a138b410ce177ec9f4a5b	Öckerösund 1	57.38317	11.93100	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	6.18527	
2016	2016-05-24			6c1d5c8831850ee5345e28c7796ef687	Öckerösund 1	57.38317	11.93100	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	5.20255	
2016	2016-05-24			7c1976b888956e606e63db3260d45a16	Öckerösund 1	57.38317	11.93100	572308-115550	Öckerösund	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8	8	5.36816	
2016	2016-05-23		77FY	b7a2885629d7591961baecfe53bdc0fb	6018	58.79723	17.67037	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	22	22	4.62814	
2016	2016-05-22		77FY	bcfb41b5e251c1db02412aaf30a6af23	6004	58.77402	17.69140	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	44	44	5.97372	
2016	2016-05-22		77FY	a27754e888306a60254a0f6accb6f5cf	6004	58.77402	17.69140	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	44	44	7.27244	
2016	2016-05-22		77FY	2a3a0a6999171878746472f06ff03faf	6004	58.77402	17.69140	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	44	44	8.32031	
2016	2016-05-22		77FY	d90c1d3928241ab784eb7671b7e85cc8	6010 FURHOLMARNA	58.84083	17.55185	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	21.5	21.5	4.58322	
2016	2016-05-22		77FY	c30832d079d266e2aa3125e88226e2fe	6010 FURHOLMARNA	58.84083	17.55185	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	21.5	21.5	4.02867	
2016	2016-05-22		77FY	4742389fea9ebe8de31c1d9177ef1ba1	6010 FURHOLMARNA	58.84083	17.55185	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	21.5	21.5	4.88732	
2016	2016-05-22		77FY	b17bc7671acefe6e4508c3e642e1e4c0	6011	58.73312	17.61950	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	28	28	5.40046	
2016	2016-05-22		77FY	823d07cb2fc1717bcecefb6cec0842e4	6019	58.73810	17.68333	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	41	41	7.78439	
2016	2016-05-22		77FY	1776e54e0178338194db26a49ea45106	6020	58.81092	17.60692	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	37	37	4.90103	
2016	2016-05-22		77FY	74fce24f09eed989571d59e10b2839a5	6023 SPELMAN	58.75875	17.71877	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	37	37	5.69307	
2016	2016-05-21		77FY	cc243f61d027d7f29b7e2e8d3a72f3a7	6006	58.71887	17.84227	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	58	58	6.84361	
2016	2016-05-21		77FY	e6d742279429377abbcafbd309eebd4c	6006	58.71887	17.84227	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	58	58	4.66243	
2016	2016-05-21		77FY	8a9f75e32c266bf7429c3645c04ff181	6006	58.71887	17.84227	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	58	58	5.47432	
2016	2016-05-21		77FY	3fa37d382d343531b1566bdaf6c351c0	6016	58.74467	17.83675	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	27	27	4.58138	
2016	2016-05-21		77FY	b07fc81ecadac98cebb942285bb1bbab	6017 S SUNDSBÅDARNA	58.76885	17.75257	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	27	27	4.29698	
2016	2016-05-21		77FY	2635763a62d63eb1df2c25474bf09795	6021 Ö GALTEN	58.76688	17.83133	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	52	52	3.99931	
2016	2016-05-21		77FY	37eed89e53da5a08f42d3102e93e61f9	6022 LILLBERGET	58.74395	17.81405	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	47	47	5.44221	
2016	2016-05-21		77FY	7cd816bede80933e6312c10af4c72b56	6024B	58.79313	17.76287	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	32	32	6.2629	
2016	2016-05-21		77FY	7434ed07ec901519cbb8958af3b108cc	6025 SKVALLRAN	58.79025	17.72842	584340-174401	Krabbfjärden	V Gotlandshavet	Norra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	37.5	37.5	3.69298	
2016	2016-05-20		77SK	6d666624fee1bf5ab5dd4bf4e10402e8	BROFJ	58.34667	11.40167	582000-112350	Yttre Brofjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	32	32	10.3571	
2016	2016-05-20		77SK	83d1bae594f9ea95fc04e11b9801ea1b	LYSE 4	58.24500	11.42633	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	42.5	42.5	11.8774	
2016	2016-05-20		77FY	85e98399bad134ddeba36b956342f600	MYS 1	59.03937	18.20510	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	23	23	4.87434	
2016	2016-05-20		77FY	f03b210bcedbb432bf7e24d1474d2057	MYS 2	58.99597	18.32303	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	34	34	8.67412	
2016	2016-05-20		77FY	0b3a544a906c94de2e94bc8633294898	MYS 3	58.98115	18.23450	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	45	45	9.45884	
2016	2016-05-20		77FY	b057ae2f5b0a765df11105aba2fe81aa	MYS 4	58.95720	18.22185	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	18	18	7.50638	
2016	2016-05-20		77FY	8d14486f49a4afc43a104f41afd5c2ad	MYS 5	58.93715	18.16082	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	32	32	4.2215	
2016	2016-05-20		77FY	24f5725f608219872f9384ab890dab9c	MYS 6	58.91937	18.07757	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	44	44	8.55139	
