	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	OBJECTID *	Shape *	EU_CD	MS_CD	VISS_MS_CD	NAMN	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	TYPOMR_KOD	TYPOMRNAMN	TYPE_AREA_NAME	TYPE_AREA_SUFFIX	WATER_DISTRICT_NAME
549	Siknäsfjärden	1	2	2006-12-31		22	654990-224540	SE1	SE654990-224540	SE1	SE	22	22	39649.379839999994	28103726.05	634.0	Polygon	SECD2796FE-5AE4-4CF6-AF17-D65A1D043F42	WA23330224	SE654990-224540	Siknäsfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654990-224540	2010	Siknäsfjärden_(65.82,22.8)	N	 	 	39649.379839999994	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
550	Bastafjärden	1	2	2006-12-31		22	652465-214080	SE1	SE652465-214080	SE1	SE	22	22	10152.98607	2044918.6169999999	602.0	Polygon	SE88BC54FA-C1F8-43EA-916F-17369EBBA826	WA22245665	SE652465-214080	Bastafjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652465-214080	2010	Bastafjärden_(65.41,21.67)	N	 	 	10152.98607	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
551	Storfjärden	1	2	2006-12-31		22	652066-214400	SE1	SE652066-214400	SE1	SE	22	22	57813.35975	45094409.12	593.0	Polygon	SE67A3620F-7E55-4D48-9A82-E924510BCA3D	WA33917743	SE652066-214400	Storfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652066-214400	2010	Storfjärden_(65.35,21.77)	N	 	 	57813.35975	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
552	Nördfjärden	1	2	2006-12-31		22	652000-213210	SE1	SE652000-213210	SE1	SE	22	22	15690.435630000002	3827835.9060000004	591.0	Polygon	SEFE81EAE5-E57B-4A33-AFA0-1D1F2680552C	WA63032856	SE652000-213210	Nördfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652000-213210	2010	Nördfjärden_(65.33,21.52)	N	 	 	15690.435630000002	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
553	Rävahavet	1	2	2006-12-31		22	652150-213000	SE1	SE652150-213000	SE1	SE	22	22	23451.002999999997	5166543.952	595.0	Polygon	SEE1C723C7-F294-4E11-95CE-E688692233F5	WA47210548	SE652150-213000	Rävahavet	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652150-213000	2010	Rävahavet_(65.36,21.51)	N	 	 	23451.002999999997	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
554	Yttrefjärden	1	2	2006-12-31		22	651500-213108	SE1	SE651500-213108	SE1	SE	22	22	18268.16138	7930489.035	587.0	Polygon	SE048C5EB2-E51D-429A-8888-0A9D3E327E76	WA98837905	SE651500-213108	Yttrefjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651500-213108	2010	Yttrefjärden_(65.26,21.5)	N	 	 	18268.16138	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
555	Inrefjärden	1	2	2011-11-21	651800-212800	22	651818-212790	SE1	SE651818-212790	SE1	SE	22	22	19164.914940000002	6638210.609	589.0	Polygon	SE9DAF9D44-25F9-45C3-B151-CAE801DF757E	WA65006613	SE651818-212790	Inrefjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651818-212790	2012_2	Inrefjärden_(65.3,21.45)	N	 	 	19164.914940000002	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
556	Skälöfjärden	4	2	2006-12-31		12	573500-163900	SE4	SE573500-163900	SE4	SE	12s	12	39850.498889999995	7984683.128	114.0	Polygon	SEE19DEC9A-9C11-40CD-986D-925DC10C4403	WA32108464	SE573500-163900	Skälöfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573500-163900	2010	Skälöfjärden_(57.58,16.65)	N	 	 	39850.498889999995	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n	Södra Östersjöns vattendistrikt
557	Misterhults skärgårds inre kustvatten	4	2	2006-12-31		12	573500-164660	SE4	SE573500-164660	SE4	SE	12s	12	233822.6234	109732579.9	115.0	Polygon	SE2876837C-655B-4A6F-9EBF-BC69D00E914B	WA18193703	SE573500-164660	Misterhults skärgårds inre kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573500-164660	2010	Misterhults skärgårds inre kustvatten_(57.55,16.79)	N	 	 	233822.6234	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	Östergötlands samt Stockholms skärgård, mellankustvatten, södra	n	Södra Östersjöns vattendistrikt
558	Västra fjärden	4	2	2006-12-31		8	560775-153055	SE4	SE560775-153055	SE4	SE	8	8	51330.1987	26756453.13	30.0	Polygon	SEF73D09A8-2364-4915-80E1-511FD1A4986F	WA80441464	SE560775-153055	Västra fjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560775-153055	2010	Västra fjärden_(56.14,15.48)	N	 	 	51330.1987	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
559	Östra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621157-148904	SE4	SE621157-148904	SE4	SE	9	9	90592.81796	228812339.7	472.0	Polygon	SE3E0CD380-ECB1-4714-A069-F0EEBAFC36B7	WA99727116	SE621157-148904	Östra Blekinge skärgårds kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621157-148904	2010	Östra Blekinge skärgårds kustvatten_(56.03,15.64)	N	 	 	90592.81796	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten	Blekinge skärgård och Kalmarsund, yttre kustvatten	n	Södra Östersjöns vattendistrikt
560	N m Öresunds kustvatten	4	2	2009-09-17	555650-124131	6	555545-124332	SE4	SE555545-124332	SE4	SE	6	6	68635.59023999999	128289513.0	17.0	Polygon	SE17B83204-EFA8-43DD-B9FB-7AB5E7816DFE	WA61585185	SE555545-124332	N m Öresunds kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE555545-124332	2010	N m Öresunds kustvatten_(55.92,12.74)	N	 	 	68635.59023999999	6	6 - Öresunds kustvatten	Öresunds kustvatten	s	Södra Östersjöns vattendistrikt
561	Helsingborgsområdet	4	2	2009-09-17	555650-124131	6	562290-124131	SE4	SE562290-124131	SE4	SE	6	6	29258.374780000002	19335067.15	56.0	Polygon	SEB23C07CF-C31F-4F63-B2DE-3C8AF9B68053	WA39114588	SE562290-124131	Helsingborgsområdet	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562290-124131	2010	Helsingborgsområdet_(56.03,12.67)	N	 	 	29258.374780000002	6	6 - Öresunds kustvatten	Öresunds kustvatten	s	Södra Östersjöns vattendistrikt
562	Kalvfjärden	3	2	2006-12-31		12	591280-182070	SE3	SE591280-182070	SE3	SE	12n	12	19892.6397	3515119.1969999997	340.0	Polygon	SEC3591FDF-73FF-46D7-8E81-40231CC1CFD4	WA38205590	SE591280-182070	Kalvfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591280-182070	2016	Kalvfjärden_(59.21,18.34)	N	 	 	19799.66644	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
563	Inre Ålöfjärden	3	2	2009-09-23	584065-171200	12	584045-170882	SE3	SE584045-170882	SE3	SE	12n	12	6528.202845000001	1555424.5480000002	269.0	Polygon	SE08A25864-5AC3-446B-827A-F659A926F81E	WA74106176	SE584045-170882	Inre Ålöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584045-170882	2010	Inre Ålöfjärden_(58.67,17.15)	N	 	 	6528.202845000001	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
564	Ålöfjärden	3	2	2009-09-23	584065-171200	12	584067-171125	SE3	SE584067-171125	SE3	SE	12n	12	13591.90412	5152039.436000001	270.0	Polygon	SE32582F37-5B1C-4BA5-9CC0-C5171BA1CEEF	WA13123139	SE584067-171125	Ålöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584067-171125	2010	Ålöfjärden_(58.68,17.18)	N	 	 	13591.90412	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
565	Storöfjärden	1	2	2006-12-31		22	654416-230000	SE1	SE654416-230000	SE1	SE	22	22	68069.2564	53732730.65																								
566	Rånöfjärden	1	2	2006-12-31		22	654570-225230	SE1	SE654570-225230	SE1	SE	22	22	85997.0178	62848618.42	630.0	Polygon	SE7E9E088C-C829-46F2-B6E4-F58204D282E8	WA87929916	SE654570-225230	Rånöfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654570-225230	2010	Rånöfjärden_(65.75,22.88)	N	 	 	85997.0178	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
567	Yttre Fjärden	2	2	2009-09-01	604200-171765	16	673283-158060	SE2	SE604200-171765	SE2	SE	16	16	33389.53083	17821270.62	444.0	Polygon	SEE34DD154-EAD1-4CA5-AED7-A52F57859AFC	WA51799579	SE604200-171765	Yttre Fjärden	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604200-171765	2010	Yttre Fjärden_(60.7,17.28)	N	 	 	33389.53084	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Bottenhavets vattendistrikt
568	Lövöområdet sek namn	4	2	2006-12-31		8	565800-163000	SE4	SE565800-163000	SE4	SE	8	8	71275.47893	35302098.08	69.0	Polygon	SE4F6FCA13-7B03-4730-BCB1-F1FB2EC687D4	WA17246945	SE565800-163000	Lövöområdet sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE565800-163000	2016	Lövöområdet sek namn_(56.98,16.53)	N	 	 	71275.48215	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
569	Åvaviken	3	2	2006-12-31		12	591050-182320	SE3	SE591050-182320	SE3	SE	12n	12	4944.070251	724451.6921	334.0	Polygon	SE939044B6-A818-4789-8205-067D9C60FBB3	WA17701952	SE591050-182320	Åvaviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182320	2010	Åvaviken_(59.17,18.38)	N	 	 	4944.070251	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
570	Rimmöfjärden sek namn	4	2	2006-12-31		12	582590-165000	SE4	SE582590-165000	SE4	SE	12s	12	62788.06416	18522335.89	237.0	Polygon	SEA4D209FA-1529-433B-981C-4CF8ABC76BE3	WA32785474	SE582590-165000	Rimmöfjärden sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582590-165000	2010	Rimmöfjärden sek namn_(58.42,16.8)	N	 	 	62788.06416	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	Östergötlands samt Stockholms skärgård, mellankustvatten, södra		Södra Östersjöns vattendistrikt
571	Gävlebuktens utsjövatten	2	2	2011-10-26	604400-174001	17	604200-174400	SE2	SE604200-174400	SE2	SE	17	17	130639.7657	366137553.4	445.0	Polygon	SEA2613CBE-FAB4-4728-9E9B-B00C2C0F4DCA	WA42611501	SE604200-174400	Gävlebuktens utsjövatten	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604200-174400	2012_2	Gävlebuktens utsjövatten_(60.71,17.69)	N	 	 	130639.7657	17	17 - Södra Bottenhavet, yttre kustvatten	Södra Bottenhavet, yttre kustvatten		Bottenhavets vattendistrikt
572	N S M Bottenhavets kustvatten	2	2	2011-10-27	612230-172001	17	612520-172080	SE2	SE612520-172080	SE2	SE	17	17	253619.5334	566860092.1	462.0	Polygon	SED6E14FAA-7A6C-44BC-9270-9858FF8544D7	WA47583883	SE612520-172080	N S M Bottenhavets kustvatten	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE612520-172080	2012_2	N S M Bottenhavets kustvatten_(61.42,17.35)	N	 	 	253619.5334	17	17 - Södra Bottenhavet, yttre kustvatten	Södra Bottenhavet, yttre kustvatten		Bottenhavets vattendistrikt
573	N Bottenhavets kustvatten	2	2	2011-10-31	632220-193051	19	633400-195000	SE2	SE633400-195000	SE2	SE	19	19	160979.6386	413343915.5	529.0	Polygon	SEC9B60F14-6BEB-43C7-96D9-7A1525104DD8	WA67207787	SE633400-195000	N Bottenhavets kustvatten	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE633400-195000	2012_2	N Bottenhavets kustvatten_(63.32,19.46)	N	 	 	160979.6386	19	19 - Norra Bottenhavet, Höga kusten, yttre kustvatten	Norra Bottenhavet, Höga kusten, yttre kustvatten		Bottenhavets vattendistrikt
574	Havsfjärden sek namn	2	2	2006-12-31		18	631406-185500	SE2	SE631406-185500	SE2	SE	18	18	27056.87208	11623719.21	513.0	Polygon	SEC1EA5796-7ECD-4031-9D32-12DA602401FC	WA16074343	SE631406-185500	Havsfjärden sek namn	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631406-185500	2010	Havsfjärden sek namn_(63.24,18.92)	N	 	 	27056.87208	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
575	S Höga kustens kustvatten	2	2	2011-11-07	624600-181851	19	623890-178030	SE2	SE623890-178030	SE2	SE	19	19	185008.532	292682241.2	490.0	Polygon	SE1F619F18-3461-4897-AA04-AC9BF660C0B7	WA29871816	SE623890-178030	S Höga kustens kustvatten	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623890-178030	2012_2	S Höga kustens kustvatten_(62.37,17.81)	N	 	 	185008.532	19	19 - Norra Bottenhavet, Höga kusten, yttre kustvatten	Norra Bottenhavet, Höga kusten, yttre kustvatten		Bottenhavets vattendistrikt
576	Granöfjärden	1	2	2011-11-08	729996-179691	22	656620-222480	SE1	SE656620-222480	SE1	SE	22	22	10433.27085	4224557.516	639.0	Polygon	SE3F5ED431-197D-44C4-9EA5-276CEA23361E	WA88765112	SE656620-222480	Granöfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE656620-222480	2012_2	Granöfjärden_(65.66,22.25)	N	 	 	10433.27085	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
577	Bergnäsfjärden	1	2	2011-11-08	729996-179691	22	656840-222800	SE1	SE656840-222800	SE1	SE	22	22	23940.35658	7241271.945	640.0	Polygon	SE13D27867-9ED5-42A5-9C19-2BC512886992	WA51252592	SE656840-222800	Bergnäsfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE656840-222800	2012_2	Bergnäsfjärden_(65.68,22.28)	N	 	 	23940.35658	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
578	Stärnö Sandvik	4	2	2011-11-08	560695-144620	8	561480-148220	SE4	SE561480-148220	SE4	SE	8	8	14043.42454	3470662.1610000003	52.0	Polygon	SE58B2F919-6486-4EA1-B152-2CC9814EB346	WA20257349	SE561480-148220	Stärnö Sandvik	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561480-148220	2012_2	Stärnö Sandvik_(56.15,14.82)	N	 	 	14043.42454	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
579	Västra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621688-144133	SE4	SE621688-144133	SE4	SE	9	9	61030.01175	164539304.2	474.0	Polygon	SE6E8F9E88-305E-4E8A-9228-E0D1A0F48399	WA24541831	SE621688-144133	Västra Blekinge skärgårds kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621688-144133	2010	Västra Blekinge skärgårds kustvatten_(56.08,14.86)	N	 	 	61030.01175	9	9 - Blekinge skärgård och Kalmarsund, yttre kustvatten	Blekinge skärgård och Kalmarsund, yttre kustvatten	n	Södra Östersjöns vattendistrikt
580	Yttre Pukaviksbukten	4	2	2011-11-08	560695-144620	8	561150-147620	SE4	SE561150-147620	SE4	SE	8	8	39788.29372	24780265.36	50.0	Polygon	SEBA39AB07-F5F9-4DE4-A79A-9B8BD7102B44	WA66777439	SE561150-147620	Yttre Pukaviksbukten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561150-147620	2012_2	Yttre Pukaviksbukten_(56.12,14.76)	N	 	 	39788.29372	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
581	Åvikfjärden	2	2	2011-11-08	631000-184790	18	632030-187600	SE2	SE632030-187600	SE2	SE	18	18	5907.241138	1180861.189	521.0	Polygon	SEF49938DE-1EE0-4563-A7A2-78BD70D805DA	WA39704652	SE632030-187600	Åvikfjärden	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632030-187600	2012_2	Åvikfjärden_(63.2,18.76)	N	 	 	5907.241138	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
582	Gullviksfjärden sek namn	2	2	2011-11-08	631000-184790	18	631710-188130	SE2	SE631710-188130	SE2	SE	18	18	37656.98669	33574660.48	519.0	Polygon	SE1B2F30B0-9EA8-4B53-B5E9-CCC9C32D28AC	WA28732752	SE631710-188130	Gullviksfjärden sek namn	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631710-188130	2012_2	Gullviksfjärden sek namn_(63.18,18.81)	N	 	 	37656.98669	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
583	Inre Tynderösundet	2	2	2011-11-08	621855-174000	18	624380-176450	SE2	SE624380-176450	SE2	SE	18	18	6073.0559060000005	796827.7213	493.0	Polygon	SED4DF6B2E-8030-45DB-B250-DDD35560DC18	WA99617960	SE624380-176450	Inre Tynderösundet	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624380-176450	2012_2	Inre Tynderösundet_(62.44,17.65)	N	 	 	6073.0559060000005	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
584	Juniskär-Bergsfjärden	2	2	2011-11-08	621855-174000	18	622900-174790	SE2	SE622900-174790	SE2	SE	18	18	24804.16391	5465307.375	486.0	Polygon	SE1BD8DF74-4633-4086-B6D5-3DFB8FE45CD5	WA99830934	SE622900-174790	Juniskär-Bergsfjärden	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622900-174790	2012_2	Juniskär-Bergsfjärden_(62.26,17.48)	N	 	 	24804.16391	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
585	Yttre Björköfjärden	2	2	2011-11-09	615500-173001	18	621920-175280	SE2	SE621920-175280	SE2	SE	18	18	12141.80532	1372799.2759999998	476.0	Polygon	SECB2F056F-83C9-418E-8690-EE58294A47A8	WA35083628	SE621920-175280	Yttre Björköfjärden	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621920-175280	2012_2	Yttre Björköfjärden_(62.19,17.51)	N	 	 	12141.80532	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
586	Lubban	2	2	2011-11-09	615500-173001	18	621720-175130	SE2	SE621720-175130	SE2	SE	18	18	9360.648516	917205.812	475.0	Polygon	SE368715D3-1461-4D3C-B7E4-E7AC41A6D57D	WA77354211	SE621720-175130	Lubban	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621720-175130	2012_2	Lubban_(62.17,17.51)	N	 	 	9360.648516	18	18 - Norra Bottenhavet, Höga kusten, inre kustvatten	Norra Bottenhavet, Höga kusten, inre kustvatten		Bottenhavets vattendistrikt
587	Börstskärsfjärden	1	2	2011-11-09	652630-220570	22	654490-220870	SE1	SE654490-220870	SE1	SE	22	22	50063.367739999994	48503417.98	627.0	Polygon	SEF3ADA022-6412-4944-8F3E-8608BD093A3B	WA96879306	SE654490-220870	Börstskärsfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654490-220870	2012_2	Börstskärsfjärden_(65.46,22.08)	N	 	 	50063.367739999994	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
588	Måttsundsfjärden	1	2	2011-11-09	652630-220570	22	655120-220380	SE1	SE655120-220380	SE1	SE	22	22	40507.44735	12658383.85	635.0	Polygon	SE49BFB954-CFB9-4294-92F9-85D410335E6E	WA71842596	SE655120-220380	Måttsundsfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE655120-220380	2012_2	Måttsundsfjärden_(65.51,22.01)	N	 	 	40507.44735	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
589	S m Bottenvikens kustvatten	1	2	2011-11-17	644330-212250	23	647050-213980	SE1	SE648760-213140	SE1	SE	23	23	161302.8268	296170803.7	581.0	Polygon	SEFAE85DC2-A7BC-4B47-82CB-E541C274B791	WA40058582	SE648760-213140	N m Bottenvikens kustvatten	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE648760-213140	2012_2	N m Bottenvikens kustvatten_(64.71,21.4)	N	 	 	231094.6287	23	23 - Bottenviken, yttre kustvatten	Bottenviken, yttre kustvatten		Bottenvikens vattendistrikt
590	Hålfjärden	1	2	2011-11-17	644380-211703	22	647260-212660	SE1	SE647260-212660	SE1	SE	22	22	31008.01453	18587971.21	580.0	Polygon	SE8822ADF4-C1D5-473B-9C38-C616EA1DF9D0	WA65343236	SE647260-212660	Hålfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE647260-212660	2012_2	Hålfjärden_(64.73,21.24)	N	 	 	31008.01453	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
591	Sandvikssundet	1	2	2011-11-17	643820-212260	22	645670-214290	SE1	SE645670-214290	SE1	SE	22	22	13737.728869999999	3935023.167	576.0	Polygon	SE3F2D4182-FF4E-49DF-B0CF-1C36A7685305	WA11837918	SE645670-214290	Sandvikssundet	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645670-214290	2012_2	Sandvikssundet_(64.57,21.43)	N	 	 	13737.728869999999	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
592	Skelleftebukten	1	2	2011-11-17	643820-212260	23	646360-213700	SE1	SE646360-213700	SE1	SE	23	23	47649.27602	59221442.82	579.0	Polygon	SE3EDD4353-F03D-4831-8C2A-77B7601916DD	WA57296754	SE646360-213700	Skelleftebukten	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE646360-213700	2012_2	Skelleftebukten_(64.63,21.38)	N	 	 	47649.27602	23	23 - Bottenviken, yttre kustvatten	Bottenviken, yttre kustvatten		Bottenvikens vattendistrikt
593	Tavlefjärden	1	2	2011-11-18	634550-202500	20	637640-204160	SE1	SE637640-204160	SE1	SE	20	20	19532.829009999998	2138137.191	548.0	Polygon	SE8BD5AAB2-DCF2-44C8-9E82-024D58FA429A	WA75761134	SE637640-204160	Tavlefjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE637640-204160	2012_2	Tavlefjärden_(63.74,20.42)	N	 	 	19532.829009999998	20	20 - Norra Kvarkens inre kustvatten	Norra Kvarkens inre kustvatten		Bottenvikens vattendistrikt
594	Raggavaviken	1	2	2011-11-18	634350-202900	20	637070-204260	SE1	SE637070-204260	SE1	SE	20	20	5000.09371	430296.7391	546.0	Polygon	SE47C9F3D2-DDC0-45FC-917D-339A43208E1E	WA74545447	SE637070-204260	Raggavaviken	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE637070-204260	2012_2	Raggavaviken_(63.71,20.42)	N	 	 	5000.09371	20	20 - Norra Kvarkens inre kustvatten	Norra Kvarkens inre kustvatten		Bottenvikens vattendistrikt
